NAME,DESCRIPTION,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,Lat,Lng,ICON_NAME
BUSY BEES SINGAPORE PTE.LTD,Child Care Services,554910,"6, SERANGOON NORTH AVENUE 5, #02 - 01, SINGAPORE 554910",1.37446629608081,103.86908256253,onemap-fc-childcare.png
BUSY BEES SINGAPORE PTE.LTD.,Child Care Services,761348,"348A, YISHUN AVENUE 11, #01 - 557, SINGAPORE 761348",1.42735307847681,103.841219181124,onemap-fc-childcare.png
CAELUM JUNIOR @ BENDEMEER PTE. LTD.,Child Care Services,339940,"70, BENDEMEER ROAD, #02 - 01, LUZERNE, SINGAPORE 339940",1.31626604047331,103.86252947056,onemap-fc-childcare.png
CAELUM JUNIOR @ DOWNTOWN EAST PTE LTD,Child Care Services,519599,"1, PASIR RIS CLOSE, #02 - 314, E!HUB@DOWNTOWN EAST, SINGAPORE 519599",1.37714073427961,103.953599086806,onemap-fc-childcare.png
CAELUM JUNIOR LLP,Child Care Services,579882,"11, BINCHANG RISE, LAUW & SONS GARDEN, SINGAPORE 579882",1.34893240912314,103.844676482481,onemap-fc-childcare.png
CHERIE HEARTS KIDS-AT-PLAY PTE. LTD.,Child Care Services,574245,"34, WESTLAKE AVENUE, WEST LAKE GARDEN, SINGAPORE 574245",1.34479303748742,103.83753269583,onemap-fc-childcare.png
CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,Child Care Services,510625,"625, ELIAS ROAD, #02 - 302, ELIAS MALL, SINGAPORE 510625",1.37860717814264,103.9419163678,onemap-fc-childcare.png
CHERIE HEARTS LITTLE ANGELS PTE. LTD.,Child Care Services,347931,"13, SIANG KUANG AVENUE, SENNETT ESTATE, SINGAPORE 347931",1.32943550748788,103.870868287633,onemap-fc-childcare.png
CHERIE HEARTS LITTLE PLAY HOUSE PTE LTD,Child Care Services,534013,"30, Tai Seng Street, #02 - 12/13, Breadtalk IHQ, SINGAPORE 534013",1.33434526340428,103.889637527633,onemap-fc-childcare.png
CHERIE HEARTS NURTURE COTTAGE PTE. LTD.,Child Care Services,759100,"19, JALAN MATA AYER, SEMBAWANG PARK, SINGAPORE 759100",1.42536636872551,103.824091734353,onemap-fc-childcare.png
CHERIE HEARTS NURTURELOFT PTE. LTD.,Child Care Services,573960,"18, SIN MING LANE, #01 - 02, MIDVIEW CITY, SINGAPORE 573960",1.35897837775795,103.833891298998,onemap-fc-childcare.png
CHERIE HEARTS PRESCHOOL & EARLY DEVELOPMENT CENTRE PTE. LTD.,Child Care Services,099254,"3, HARBOURFRONT PLACE, #02 - 01/04, HARBOURFRONT TOWER TWO, SINGAPORE 099254",1.26448633784164,103.818686876023,onemap-fc-childcare.png
